chip_panel	original_panel(s)	n_from_each
Panel001	Panel017,Panel155,Panel096,Panel108,Panel014,Panel128,Panel027,Panel046,Panel139,Panel120,Panel156,Panel044,Panel132,Panel194,Panel049,Panel138,Panel124,Panel100,Panel200,Panel169,Panel109,Panel011,Panel149,Panel133,Panel125,Panel121,Panel020,Panel030,Panel134,Panel082,Panel185,Panel161,Panel171,Panel110,Panel182,Panel061,Panel047,Panel066,Panel198,Panel146,Panel190,Panel068,Panel104,Panel191,Panel054,Panel025,Panel045,Panel003,Panel175,Panel095,Panel073,Panel067,Panel179,Panel129,Panel033,Panel197,Panel163,Panel160,Panel021,Panel058,Panel009,Panel123,Panel018,Panel126,Panel076,Panel023,Panel031,Panel004,Panel038,Panel089,Panel081,Panel186,Panel177,Panel106,Panel072,Panel024,Panel015,Panel141,Panel051,Panel069,Panel183,Panel097,Panel078,Panel159,Panel090,Panel037,Panel093,Panel184,Panel102,Panel006,Panel064,Panel137,Panel136,Panel012,Panel144,Panel164,Panel157,Panel140,Panel162,Panel039,Panel165,Panel178,Panel036,Panel118,Panel086,Panel166,Panel088,Panel060,Panel043,Panel094,Panel013,Panel050,Panel147,Panel080,Panel192,Panel143,Panel193,Panel131,Panel034,Panel116,Panel074,Panel112,Panel016,Panel111,Panel001,Panel105,Panel002,Panel152,Panel041,Panel098,Panel062,Panel052,Panel154,Panel151,Panel119,Panel028,Panel188,Panel019,Panel007,Panel022,Panel173,Panel187,Panel170,Panel040,Panel079,Panel115,Panel181,Panel103,Panel005,Panel042,Panel174,Panel135,Panel153,Panel071,Panel099,Panel032,Panel176,Panel180,Panel117,Panel085,Panel199,Panel189,Panel035,Panel087,Panel113,Panel063,Panel092,Panel084,Panel075,Panel010,Panel196,Panel065,Panel026,Panel077,Panel101,Panel158,Panel168,Panel142,Panel070,Panel083,Panel057,Panel122,Panel130,Panel059,Panel056,Panel148,Panel145,Panel107,Panel048,Panel091,Panel167,Panel114,Panel172,Panel053,Panel008,Panel150,Panel127,Panel055,Panel029,Panel195	18,16,14,14,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2
Panel002	Panel134,Panel020,Panel141,Panel052,Panel149,Panel154,Panel072,Panel035,Panel069,Panel024,Panel073,Panel084,Panel082,Panel064,Panel170,Panel101,Panel132,Panel163,Panel147,Panel051,Panel102,Panel175,Panel061,Panel194,Panel182,Panel192,Panel151,Panel012,Panel121,Panel172,Panel150,Panel180,Panel199,Panel188,Panel104,Panel036,Panel103,Panel161,Panel137,Panel176,Panel162,Panel006,Panel011,Panel114,Panel038,Panel099,Panel115,Panel108,Panel145,Panel076,Panel166,Panel071,Panel120,Panel118,Panel131,Panel197,Panel023,Panel060,Panel047,Panel128,Panel126,Panel034,Panel196,Panel056,Panel098,Panel097,Panel078,Panel088,Panel032,Panel054,Panel125,Panel057,Panel116,Panel030,Panel080,Panel191,Panel160,Panel177,Panel096,Panel026,Panel075,Panel152,Panel157,Panel066,Panel040,Panel186,Panel100,Panel004,Panel086,Panel143,Panel195,Panel159,Panel058,Panel025,Panel124,Panel092,Panel053,Panel105,Panel167,Panel181,Panel005,Panel165,Panel022,Panel089,Panel109,Panel093,Panel050,Panel065,Panel171,Panel055,Panel122,Panel133,Panel168,Panel185,Panel142,Panel119,Panel046,Panel049,Panel127,Panel156,Panel045,Panel028,Panel193,Panel190,Panel184,Panel111,Panel014,Panel042,Panel029,Panel013,Panel059,Panel110,Panel117,Panel140,Panel158,Panel144,Panel146,Panel074,Panel083,Panel094,Panel090,Panel007,Panel085,Panel079,Panel062,Panel091,Panel187,Panel048,Panel037,Panel008,Panel135,Panel027,Panel041,Panel095,Panel043,Panel077,Panel129,Panel017,Panel183,Panel031,Panel113,Panel018,Panel138,Panel009,Panel136,Panel016,Panel179,Panel063,Panel107,Panel164,Panel139,Panel033,Panel123,Panel081,Panel001,Panel067,Panel044,Panel153,Panel174,Panel148,Panel019,Panel106,Panel010,Panel039,Panel155,Panel015,Panel169,Panel198,Panel189,Panel003,Panel200,Panel070,Panel112,Panel178,Panel130,Panel068,Panel087,Panel002,Panel173	17,14,14,14,13,13,13,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2
Panel003	Panel118,Panel091,Panel155,Panel165,Panel181,Panel168,Panel001,Panel099,Panel198,Panel196,Panel043,Panel126,Panel063,Panel028,Panel139,Panel104,Panel064,Panel040,Panel023,Panel095,Panel053,Panel020,Panel108,Panel031,Panel182,Panel190,Panel005,Panel078,Panel097,Panel025,Panel071,Panel008,Panel039,Panel026,Panel119,Panel055,Panel191,Panel111,Panel065,Panel158,Panel007,Panel069,Panel083,Panel100,Panel187,Panel024,Panel081,Panel122,Panel009,Panel189,Panel141,Panel173,Panel050,Panel179,Panel106,Panel152,Panel112,Panel072,Panel142,Panel068,Panel162,Panel114,Panel178,Panel156,Panel018,Panel035,Panel163,Panel061,Panel079,Panel186,Panel045,Panel058,Panel180,Panel133,Panel135,Panel193,Panel030,Panel036,Panel147,Panel085,Panel175,Panel183,Panel051,Panel054,Panel015,Panel164,Panel022,Panel087,Panel012,Panel029,Panel200,Panel117,Panel013,Panel011,Panel102,Panel169,Panel138,Panel166,Panel047,Panel176,Panel038,Panel192,Panel145,Panel110,Panel144,Panel124,Panel105,Panel197,Panel090,Panel002,Panel010,Panel123,Panel171,Panel199,Panel089,Panel084,Panel151,Panel115,Panel052,Panel140,Panel049,Panel092,Panel157,Panel150,Panel134,Panel093,Panel129,Panel098,Panel059,Panel033,Panel120,Panel075,Panel032,Panel194,Panel103,Panel185,Panel177,Panel086,Panel073,Panel116,Panel041,Panel016,Panel148,Panel101,Panel082,Panel046,Panel080,Panel184,Panel107,Panel006,Panel127,Panel076,Panel128,Panel161,Panel137,Panel160,Panel042,Panel109,Panel132,Panel121,Panel113,Panel027,Panel014,Panel136,Panel056,Panel172,Panel174,Panel077,Panel167,Panel149,Panel019,Panel062,Panel003,Panel195,Panel143,Panel154,Panel067,Panel153,Panel021,Panel074,Panel131,Panel060,Panel130,Panel070,Panel188,Panel037,Panel004,Panel146,Panel094,Panel159,Panel048,Panel125,Panel034,Panel057,Panel088,Panel170,Panel044,Panel096,Panel066,Panel017	16,15,13,13,13,13,13,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,1
Panel004	Panel149,Panel021,Panel083,Panel127,Panel115,Panel088,Panel096,Panel136,Panel074,Panel166,Panel028,Panel111,Panel187,Panel016,Panel154,Panel101,Panel110,Panel176,Panel148,Panel078,Panel177,Panel100,Panel036,Panel161,Panel129,Panel150,Panel082,Panel060,Panel010,Panel198,Panel153,Panel076,Panel057,Panel133,Panel003,Panel128,Panel087,Panel143,Panel182,Panel179,Panel034,Panel041,Panel175,Panel144,Panel063,Panel026,Panel022,Panel069,Panel160,Panel152,Panel005,Panel125,Panel108,Panel184,Panel196,Panel075,Panel048,Panel072,Panel098,Panel105,Panel114,Panel146,Panel189,Panel141,Panel174,Panel065,Panel062,Panel106,Panel058,Panel178,Panel009,Panel188,Panel044,Panel162,Panel055,Panel163,Panel017,Panel194,Panel183,Panel080,Panel013,Panel030,Panel134,Panel170,Panel094,Panel156,Panel193,Panel006,Panel089,Panel043,Panel007,Panel042,Panel131,Panel164,Panel132,Panel077,Panel185,Panel031,Panel052,Panel070,Panel053,Panel159,Panel047,Panel019,Panel173,Panel172,Panel020,Panel112,Panel171,Panel142,Panel029,Panel116,Panel191,Panel040,Panel118,Panel037,Panel038,Panel195,Panel059,Panel157,Panel050,Panel092,Panel099,Panel107,Panel119,Panel056,Panel002,Panel192,Panel165,Panel199,Panel140,Panel121,Panel093,Panel014,Panel068,Panel180,Panel086,Panel032,Panel117,Panel051,Panel024,Panel102,Panel147,Panel049,Panel197,Panel081,Panel097,Panel015,Panel181,Panel012,Panel067,Panel120,Panel025,Panel084,Panel066,Panel073,Panel186,Panel095,Panel145,Panel071,Panel155,Panel103,Panel123,Panel091,Panel027,Panel122,Panel104,Panel109,Panel168,Panel169,Panel018,Panel137,Panel085,Panel190,Panel001,Panel113,Panel054,Panel033,Panel061,Panel124,Panel079,Panel045,Panel138,Panel200,Panel004,Panel158,Panel126,Panel135,Panel064,Panel139,Panel023,Panel011,Panel046,Panel167,Panel130,Panel035,Panel151,Panel090,Panel008,Panel039	16,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,1
Panel005	Panel115,Panel169,Panel146,Panel148,Panel079,Panel141,Panel121,Panel064,Panel039,Panel057,Panel083,Panel054,Panel193,Panel149,Panel126,Panel036,Panel185,Panel047,Panel030,Panel160,Panel144,Panel134,Panel157,Panel173,Panel194,Panel195,Panel033,Panel023,Panel103,Panel058,Panel200,Panel025,Panel001,Panel009,Panel174,Panel084,Panel056,Panel129,Panel055,Panel137,Panel163,Panel062,Panel032,Panel005,Panel085,Panel028,Panel120,Panel156,Panel164,Panel128,Panel088,Panel165,Panel099,Panel116,Panel184,Panel027,Panel191,Panel040,Panel097,Panel179,Panel107,Panel035,Panel031,Panel006,Panel007,Panel060,Panel014,Panel155,Panel094,Panel003,Panel189,Panel175,Panel019,Panel125,Panel002,Panel110,Panel037,Panel093,Panel048,Panel132,Panel188,Panel089,Panel133,Panel105,Panel108,Panel138,Panel186,Panel197,Panel017,Panel075,Panel046,Panel102,Panel016,Panel076,Panel059,Panel010,Panel106,Panel053,Panel104,Panel135,Panel077,Panel081,Panel196,Panel139,Panel145,Panel167,Panel082,Panel183,Panel127,Panel190,Panel029,Panel172,Panel199,Panel198,Panel061,Panel070,Panel166,Panel020,Panel152,Panel086,Panel130,Panel112,Panel136,Panel018,Panel069,Panel159,Panel074,Panel080,Panel008,Panel151,Panel015,Panel171,Panel109,Panel063,Panel142,Panel042,Panel066,Panel168,Panel034,Panel045,Panel192,Panel022,Panel177,Panel071,Panel038,Panel187,Panel147,Panel122,Panel049,Panel011,Panel026,Panel096,Panel170,Panel162,Panel150,Panel101,Panel182,Panel111,Panel118,Panel065,Panel176,Panel090,Panel004,Panel143,Panel044,Panel073,Panel072,Panel119,Panel087,Panel100,Panel051,Panel052,Panel181,Panel091,Panel131,Panel067,Panel161,Panel113,Panel013,Panel153,Panel117,Panel154,Panel124,Panel021,Panel041,Panel043,Panel114,Panel068,Panel158,Panel095,Panel078,Panel098,Panel024,Panel178,Panel140,Panel123,Panel012,Panel050,Panel092	18,15,14,14,14,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,1
Panel006	Panel061,Panel042,Panel030,Panel136,Panel162,Panel002,Panel095,Panel142,Panel043,Panel189,Panel179,Panel015,Panel143,Panel017,Panel122,Panel008,Panel128,Panel025,Panel011,Panel156,Panel004,Panel097,Panel075,Panel088,Panel160,Panel064,Panel092,Panel181,Panel082,Panel147,Panel067,Panel114,Panel065,Panel165,Panel108,Panel106,Panel060,Panel190,Panel187,Panel100,Panel131,Panel138,Panel029,Panel107,Panel124,Panel016,Panel028,Panel133,Panel022,Panel134,Panel188,Panel085,Panel070,Panel144,Panel056,Panel186,Panel038,Panel099,Panel129,Panel046,Panel184,Panel035,Panel007,Panel096,Panel072,Panel040,Panel193,Panel180,Panel027,Panel021,Panel127,Panel003,Panel123,Panel152,Panel173,Panel125,Panel052,Panel087,Panel037,Panel079,Panel098,Panel031,Panel055,Panel192,Panel105,Panel195,Panel071,Panel153,Panel174,Panel132,Panel137,Panel146,Panel091,Panel161,Panel062,Panel148,Panel112,Panel135,Panel149,Panel080,Panel102,Panel139,Panel045,Panel048,Panel176,Panel033,Panel081,Panel083,Panel200,Panel019,Panel182,Panel113,Panel141,Panel044,Panel199,Panel118,Panel084,Panel094,Panel164,Panel036,Panel117,Panel076,Panel023,Panel155,Panel018,Panel168,Panel197,Panel059,Panel150,Panel020,Panel069,Panel110,Panel104,Panel014,Panel109,Panel053,Panel103,Panel191,Panel154,Panel051,Panel034,Panel157,Panel050,Panel130,Panel177,Panel120,Panel170,Panel009,Panel116,Panel175,Panel172,Panel041,Panel013,Panel032,Panel115,Panel198,Panel005,Panel140,Panel073,Panel066,Panel006,Panel057,Panel163,Panel126,Panel178,Panel063,Panel024,Panel058,Panel093,Panel111,Panel077,Panel169,Panel010,Panel039,Panel183,Panel151,Panel068,Panel196,Panel185,Panel047,Panel119,Panel159,Panel089,Panel078,Panel194,Panel001,Panel167,Panel166,Panel026,Panel121,Panel054,Panel090,Panel145,Panel158,Panel086,Panel012,Panel049,Panel101,Panel171,Panel074	15,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,1
Panel007	Panel156,Panel061,Panel068,Panel102,Panel140,Panel139,Panel006,Panel038,Panel193,Panel184,Panel037,Panel015,Panel127,Panel153,Panel064,Panel141,Panel053,Panel189,Panel027,Panel009,Panel025,Panel129,Panel078,Panel070,Panel018,Panel107,Panel199,Panel013,Panel173,Panel057,Panel169,Panel011,Panel047,Panel197,Panel112,Panel151,Panel136,Panel099,Panel106,Panel157,Panel170,Panel179,Panel074,Panel145,Panel125,Panel186,Panel158,Panel123,Panel196,Panel012,Panel168,Panel041,Panel118,Panel022,Panel046,Panel008,Panel075,Panel185,Panel111,Panel024,Panel166,Panel178,Panel036,Panel083,Panel007,Panel174,Panel045,Panel180,Panel002,Panel066,Panel092,Panel069,Panel028,Panel195,Panel115,Panel076,Panel190,Panel019,Panel016,Panel095,Panel105,Panel188,Panel121,Panel113,Panel142,Panel144,Panel034,Panel194,Panel023,Panel163,Panel108,Panel138,Panel017,Panel117,Panel181,Panel029,Panel124,Panel175,Panel039,Panel004,Panel035,Panel031,Panel032,Panel187,Panel146,Panel192,Panel183,Panel044,Panel171,Panel042,Panel020,Panel150,Panel191,Panel122,Panel103,Panel050,Panel135,Panel152,Panel101,Panel077,Panel067,Panel003,Panel085,Panel104,Panel164,Panel049,Panel160,Panel071,Panel161,Panel079,Panel097,Panel165,Panel137,Panel090,Panel087,Panel096,Panel093,Panel091,Panel130,Panel114,Panel176,Panel098,Panel030,Panel051,Panel167,Panel120,Panel010,Panel065,Panel052,Panel132,Panel033,Panel086,Panel159,Panel081,Panel048,Panel001,Panel055,Panel131,Panel072,Panel147,Panel040,Panel110,Panel100,Panel060,Panel080,Panel062,Panel005,Panel082,Panel154,Panel155,Panel126,Panel084,Panel172,Panel063,Panel056,Panel182,Panel073,Panel059,Panel026,Panel133,Panel116,Panel128,Panel058,Panel054,Panel134,Panel021,Panel043,Panel177,Panel089,Panel014,Panel088,Panel094,Panel109,Panel162,Panel143,Panel119,Panel200,Panel149,Panel198,Panel148	15,15,15,15,14,14,14,14,14,14,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,1
Panel008	Panel126,Panel020,Panel006,Panel131,Panel129,Panel095,Panel103,Panel094,Panel070,Panel049,Panel151,Panel073,Panel041,Panel140,Panel089,Panel032,Panel091,Panel099,Panel170,Panel098,Panel181,Panel152,Panel102,Panel157,Panel069,Panel026,Panel071,Panel141,Panel014,Panel138,Panel040,Panel056,Panel130,Panel059,Panel025,Panel174,Panel033,Panel045,Panel133,Panel076,Panel074,Panel117,Panel121,Panel078,Panel135,Panel198,Panel116,Panel024,Panel144,Panel009,Panel145,Panel105,Panel110,Panel173,Panel013,Panel023,Panel085,Panel176,Panel047,Panel083,Panel148,Panel003,Panel118,Panel017,Panel163,Panel084,Panel177,Panel065,Panel197,Panel162,Panel005,Panel196,Panel015,Panel136,Panel016,Panel031,Panel199,Panel109,Panel042,Panel186,Panel077,Panel165,Panel156,Panel192,Panel038,Panel090,Panel027,Panel002,Panel068,Panel125,Panel007,Panel028,Panel124,Panel092,Panel143,Panel030,Panel029,Panel127,Panel164,Panel035,Panel187,Panel161,Panel123,Panel171,Panel052,Panel063,Panel001,Panel168,Panel061,Panel179,Panel050,Panel128,Panel054,Panel185,Panel137,Panel096,Panel182,Panel139,Panel159,Panel100,Panel195,Panel067,Panel012,Panel155,Panel193,Panel044,Panel175,Panel037,Panel062,Panel120,Panel154,Panel189,Panel021,Panel004,Panel051,Panel082,Panel180,Panel086,Panel108,Panel018,Panel158,Panel055,Panel142,Panel064,Panel097,Panel087,Panel053,Panel166,Panel107,Panel079,Panel081,Panel114,Panel188,Panel088,Panel146,Panel036,Panel008,Panel115,Panel134,Panel147,Panel075,Panel167,Panel093,Panel104,Panel200,Panel194,Panel111,Panel101,Panel178,Panel160,Panel113,Panel132,Panel022,Panel019,Panel184,Panel048,Panel043,Panel172,Panel057,Panel190,Panel046,Panel060,Panel034,Panel066,Panel153,Panel072,Panel183,Panel150,Panel010,Panel058,Panel169,Panel112,Panel011,Panel122,Panel106,Panel149,Panel119,Panel080,Panel191,Panel039	16,13,13,13,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2
Panel009	Panel010,Panel072,Panel134,Panel121,Panel090,Panel151,Panel136,Panel111,Panel002,Panel053,Panel115,Panel030,Panel094,Panel196,Panel073,Panel138,Panel031,Panel023,Panel194,Panel052,Panel192,Panel001,Panel186,Panel125,Panel091,Panel144,Panel009,Panel098,Panel050,Panel003,Panel142,Panel190,Panel113,Panel161,Panel047,Panel034,Panel051,Panel067,Panel019,Panel199,Panel150,Panel080,Panel065,Panel177,Panel172,Panel076,Panel013,Panel130,Panel077,Panel140,Panel200,Panel106,Panel123,Panel109,Panel099,Panel101,Panel095,Panel078,Panel114,Panel197,Panel171,Panel131,Panel089,Panel174,Panel185,Panel017,Panel165,Panel100,Panel012,Panel108,Panel015,Panel038,Panel006,Panel146,Panel175,Panel093,Panel096,Panel066,Panel004,Panel187,Panel021,Panel129,Panel158,Panel061,Panel191,Panel166,Panel044,Panel058,Panel176,Panel082,Panel156,Panel170,Panel026,Panel160,Panel079,Panel169,Panel074,Panel180,Panel029,Panel070,Panel193,Panel127,Panel155,Panel128,Panel167,Panel055,Panel164,Panel097,Panel040,Panel075,Panel143,Panel179,Panel036,Panel024,Panel086,Panel043,Panel042,Panel153,Panel063,Panel046,Panel062,Panel092,Panel057,Panel020,Panel181,Panel195,Panel152,Panel081,Panel139,Panel133,Panel102,Panel064,Panel126,Panel119,Panel035,Panel018,Panel025,Panel116,Panel188,Panel028,Panel137,Panel147,Panel148,Panel056,Panel124,Panel048,Panel049,Panel189,Panel054,Panel183,Panel016,Panel032,Panel088,Panel008,Panel104,Panel184,Panel145,Panel112,Panel059,Panel027,Panel198,Panel103,Panel039,Panel178,Panel149,Panel005,Panel163,Panel041,Panel117,Panel122,Panel011,Panel154,Panel105,Panel083,Panel022,Panel087,Panel110,Panel135,Panel141,Panel007,Panel037,Panel168,Panel157,Panel085,Panel162,Panel069,Panel118,Panel107,Panel120,Panel033,Panel045,Panel084,Panel060,Panel182,Panel014,Panel159,Panel173,Panel068,Panel132,Panel071	15,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1
